Year,SurveyID,Presence,sLatitude,sLongitude
2025,147017,0,N-42-37-21.09,W-72-17-34.68
2025,147019,1,N-42-21-00.47,W-72-51-35.36
2025,147021,1,N-42-25-13.33,W-73-11-28.50
2025,147113,1,N-42-37-47.55,W-71-06-46.64
2025,147901,1,N-41-57-31.97,W-70-00-04.66
2025,149001,1,N-46-52-48.83,W-89-18-05.16
2025,149003,0,N-46-28-06.05,W-89-44-54.90
2025,149005,1,N-46-32-53.82,W-88-17-12.17
2025,149007,1,N-46-06-25.12,W-88-10-02.07
2025,149009,1,N-46-17-37.39,W-87-06-07.66
2025,149011,1,N-46-28-59.60,W-87-51-35.55
2025,149013,1,N-45-40-36.28,W-87-34-57.95
2025,149015,1,N-46-14-36.01,W-86-13-43.79
2025,149017,1,N-44-26-48.37,W-86-07-20.08
2025,149019,1,N-43-26-52.79,W-86-15-16.43
2025,149021,1,N-42-31-15.43,W-86-08-55.43
2025,149023,0,N-46-42-32.46,W-85-38-27.78
2025,149025,0,N-46-10-17.76,W-85-25-44.13
2025,149027,0,N-44-17-43.36,W-85-08-48.37
2025,149029,1,N-44-48-15.74,W-85-21-30.75
2025,149031,0,N-43-42-03.00,W-85-26-46.75
2025,149033,1,N-43-03-05.66,W-85-53-57.69
2025,149035,0,N-42-15-10.26,W-85-25-35.34
2025,149037,1,N-42-36-18.76,W-85-50-06.25
2025,149039,0,N-41-58-10.49,W-85-46-58.32
2025,149041,1,N-46-13-08.87,W-84-21-56.71
2025,149043,0,N-45-16-20.55,W-84-59-20.56
2025,149045,1,N-44-06-25.51,W-84-34-00.81
2025,149047,1,N-44-50-12.05,W-84-13-36.21
2025,149049,0,N-43-21-01.46,W-84-07-33.80
2025,149051,0,N-43-11-23.98,W-84-31-46.40
2025,149053,0,N-42-46-19.17,W-84-11-59.92
2025,149055,0,N-42-06-43.29,W-84-48-18.40
2025,149057,1,N-41-46-09.33,W-83-59-01.86
2025,149059,1,N-45-10-35.14,W-83-30-40.90
2025,149061,0,N-44-23-44.55,W-83-41-27.22
2025,149063,1,N-43-21-04.29,W-83-26-39.03
2025,149065,1,N-43-14-57.26,W-83-15-14.17
2025,149067,0,N-42-30-47.88,W-83-51-37.98
2025,149069,1,N-42-24-54.12,W-83-03-47.12
2025,149071,0,N-43-40-42.28,W-82-55-22.47
2025,149073,1,N-42-39-17.86,W-82-55-45.84
2025,149131,1,N-43-42-29.21,W-85-26-38.45
2025,149165,1,N-43-14-57.27,W-83-15-10.00
2025,149167,0,N-42-28-04.40,W-83-51-12.05
2025,149901,1,N-46-11-42.65,W-89-04-22.70
2025,149903,1,N-46-28-53.67,W-85-04-06.38
2025,149905,1,N-41-47-56.22,W-86-44-22.61
2025,149907,1,N-42-37-52.55,W-86-04-55.89
2025,149909,0,N-42-21-16.63,W-85-44-04.14
2025,150001,0,N-43-49-23.63,W-91-42-53.19
2025,150003,0,N-43-49-22.71,W-93-30-45.41
2025,150005,1,N-43-56-57.80,W-95-59-11.81
2025,150007,1,N-44-13-39.84,W-92-16-26.90
2025,150009,1,N-44-58-04.20,W-93-28-07.37
2025,150011,1,N-44-18-27.23,W-94-18-25.67
2025,150013,1,N-44-58-43.77,W-95-27-54.15
2025,150015,1,N-45-34-44.84,W-93-30-28.85
2025,150017,1,N-45-10-02.73,W-94-12-32.11
2025,150019,1,N-45-10-45.76,W-95-46-51.63
2025,150021,1,N-45-33-51.25,W-96-06-40.50
2025,150023,0,N-46-15-42.36,W-93-48-11.58
2025,150025,1,N-46-48-43.05,W-94-30-38.19
2025,150027,1,N-46-27-01.81,W-95-58-17.85
2025,150029,1,N-46-55-06.02,W-96-37-47.10
2025,150031,0,N-47-51-01.25,W-89-55-25.27
2025,150033,0,N-47-41-42.85,W-91-30-24.82
2025,150035,0,N-47-06-17.52,W-92-59-01.97
2025,150037,1,N-47-20-47.41,W-93-38-06.46
2025,150039,1,N-47-19-44.66,W-94-18-48.95
2025,150041,1,N-47-46-02.11,W-95-50-38.53
2025,150043,1,N-47-31-26.25,W-96-38-44.30
2025,150045,0,N-48-17-34.61,W-92-33-03.88
2025,150047,0,N-48-58-34.91,W-94-59-42.98
2025,150049,0,N-48-05-20.42,W-95-37-46.92
2025,150051,0,N-48-44-21.96,W-96-04-45.30
2025,150053,1,N-43-30-02.51,W-91-19-20.97
2025,150055,0,N-43-39-57.46,W-93-01-04.29
2025,150057,1,N-43-34-07.74,W-95-46-08.15
2025,150059,1,N-44-32-24.62,W-93-44-26.89
2025,150061,0,N-44-17-33.57,W-95-37-44.11
2025,150063,0,N-45-54-23.41,W-93-04-22.35
2025,150065,1,N-45-33-35.73,W-95-10-06.08
2025,150067,1,N-46-36-59.59,W-92-42-53.72
2025,150069,1,N-46-26-09.16,W-94-06-00.01
2025,150071,1,N-47-45-20.60,W-90-55-23.78
2025,150073,1,N-47-46-43.46,W-92-02-58.98
2025,150075,1,N-47-37-27.69,W-94-08-49.52
2025,150077,0,N-47-24-29.48,W-96-39-35.87
2025,150079,1,N-48-09-41.00,W-93-19-20.61
2025,150081,0,N-48-46-19.40,W-95-32-08.88
2025,150139,0,N-47-23-42.30,W-94-15-31.55
2025,150179,0,N-48-09-01.36,W-93-19-58.91
2025,150903,0,N-44-03-05.93,W-92-00-37.07
2025,151001,1,N-31-11-51.91,W-91-29-04.36
2025,151003,1,N-34-30-10.43,W-90-28-44.11
2025,151005,1,N-33-10-35.05,W-90-08-52.77
2025,151007,1,N-33-13-09.27,W-90-42-14.95
2025,151009,1,N-31-29-43.54,W-90-36-09.13
2025,151011,0,N-34-59-54.46,W-89-48-26.39
2025,151013,0,N-33-39-56.02,W-89-23-19.82
2025,151015,0,N-32-20-31.43,W-89-28-38.40
2025,151017,1,N-31-37-35.65,W-89-49-33.05
2025,151019,1,N-30-56-27.27,W-89-31-44.47
2025,151021,1,N-34-58-36.29,W-88-32-17.74
2025,151023,1,N-33-09-22.18,W-88-38-41.11
2025,151025,1,N-33-52-43.62,W-88-39-04.39
2025,151027,1,N-31-14-09.93,W-88-47-00.23
2025,151029,0,N-30-24-26.34,W-88-39-18.40
2025,151101,1,N-31-11-22.47,W-91-29-24.37
2025,151113,1,N-33-42-46.40,W-89-22-07.99
2025,151119,0,N-30-35-03.91,W-89-26-09.43
2025,151129,0,N-30-31-04.77,W-88-45-34.53
2025,151229,1,N-30-39-24.19,W-88-47-16.41
2025,151901,1,N-32-00-18.71,W-89-14-38.68
2025,151903,1,N-32-39-02.95,W-90-44-28.45
2025,151905,1,N-33-59-39.84,W-90-11-12.96
2025,152001,1,N-36-49-06.35,W-89-15-07.95
2025,152003,0,N-36-51-07.65,W-91-41-32.32
2025,152005,1,N-36-39-48.66,W-93-54-14.10
2025,152007,1,N-37-18-32.31,W-89-31-41.43
2025,152009,0,N-37-36-09.99,W-90-46-14.61
2025,152011,1,N-37-54-30.13,W-91-27-23.81
2025,152013,0,N-37-31-16.52,W-92-54-25.73
2025,152015,1,N-37-45-26.95,W-93-51-32.96
2025,152017,1,N-38-31-29.44,W-90-59-23.67
2025,152019,0,N-38-55-23.73,W-91-36-32.27
2025,152021,0,N-38-34-58.99,W-92-27-28.24
2025,152023,1,N-38-12-35.06,W-93-51-51.51
2025,152025,0,N-39-39-39.65,W-91-29-27.36
2025,152027,1,N-39-27-36.12,W-92-11-19.65
2025,152029,1,N-39-20-44.73,W-93-48-44.99
2025,152031,1,N-39-44-08.73,W-94-04-25.34
2025,152033,0,N-40-28-19.66,W-91-43-59.40
2025,152035,1,N-40-05-14.65,W-93-34-11.43
2025,152037,1,N-40-28-44.69,W-95-14-07.22
2025,152053,1,N-36-44-11.46,W-91-00-22.83
2025,152055,0,N-36-53-21.25,W-93-24-35.43
2025,152057,1,N-37-40-35.18,W-90-05-51.65
2025,152059,1,N-37-20-46.83,W-92-50-02.41
2025,152061,0,N-38-21-41.71,W-91-48-21.28
2025,152067,0,N-39-24-42.48,W-94-30-28.26
2025,152071,1,N-40-02-35.90,W-95-07-22.16
2025,152109,0,N-37-36-14.92,W-90-38-07.22
2025,152117,1,N-38-29-48.09,W-90-57-49.24
2025,152131,1,N-39-44-46.71,W-94-04-20.38
2025,152137,1,N-40-27-52.95,W-95-20-16.34
2025,152217,0,N-38-23-56.82,W-90-54-45.34
2025,152317,1,N-38-23-30.05,W-90-54-34.53
2025,153001,0,N-48-22-33.98,W-115-01-49.30
2025,153003,1,N-48-47-39.96,W-113-26-18.10
2025,153005,0,N-48-52-04.96,W-111-38-42.57
2025,153007,0,N-48-20-24.53,W-109-06-02.75
2025,153009,1,N-48-11-52.17,W-107-58-07.77
2025,153011,1,N-48-05-40.95,W-105-59-33.05
2025,153013,1,N-47-22-07.67,W-115-09-56.62
2025,153015,0,N-47-10-27.35,W-113-55-15.28
2025,153017,1,N-47-29-51.74,W-111-17-38.90
2025,153019,1,N-47-45-30.79,W-109-26-06.21
2025,153021,0,N-47-33-01.43,W-107-19-06.31
2025,153023,1,N-47-36-02.03,W-105-44-08.63
2025,153025,1,N-46-55-24.33,W-114-22-53.76
2025,153027,1,N-46-38-05.97,W-112-31-23.38
2025,153029,1,N-46-20-01.23,W-110-03-03.33
2025,153031,1,N-46-49-53.48,W-108-07-28.91
2025,153033,1,N-46-15-36.07,W-106-41-09.89
2025,153035,1,N-46-07-20.98,W-104-28-39.80
2025,153037,0,N-45-17-37.48,W-112-35-41.23
2025,153039,0,N-45-34-39.11,W-110-50-14.67
2025,153041,0,N-45-33-50.63,W-108-44-13.06
2025,153043,0,N-45-49-58.48,W-106-28-54.07
2025,153045,0,N-45-14-02.83,W-104-23-57.30
2025,153047,1,N-44-37-34.68,W-111-32-20.15
2025,153063,0,N-47-39-33.24,W-115-12-33.14
2025,153075,0,N-46-53-28.43,W-114-47-55.75
2025,153087,0,N-45-31-44.01,W-113-05-17.67
2025,153097,1,N-44-34-06.56,W-112-43-48.22
2025,153101,0,N-47-49-13.75,W-115-32-14.67
2025,153137,0,N-45-25-34.04,W-112-39-39.04
2025,153901,0,N-46-17-19.19,W-114-14-56.60
2025,153903,0,N-46-44-40.39,W-113-35-02.81
2025,153905,0,N-46-55-37.85,W-113-24-47.18
2025,153907,1,N-45-15-19.17,W-108-39-48.98
2025,154001,1,N-40-33-47.53,W-95-51-12.85
2025,154003,0,N-40-04-06.24,W-96-24-29.11
2025,154005,0,N-40-53-44.79,W-97-09-01.55
2025,154007,1,N-40-38-49.74,W-98-50-13.79
2025,154009,0,N-40-18-22.45,W-99-58-36.25
2025,154011,1,N-40-00-25.25,W-101-11-54.53
2025,154013,0,N-41-21-17.71,W-96-05-22.07
2025,154015,1,N-41-29-04.95,W-97-12-25.46
2025,154017,1,N-41-53-53.24,W-98-02-36.64
2025,154019,1,N-41-07-03.73,W-99-41-23.17
2025,154021,1,N-41-20-04.68,W-102-58-21.20
2025,154023,0,N-42-42-51.18,W-97-57-37.06
2025,154025,0,N-42-46-00.61,W-98-36-52.50
2025,154027,1,N-42-01-06.64,W-99-16-07.28
2025,154029,0,N-42-16-15.97,W-101-41-16.46
2025,154031,0,N-42-30-16.93,W-100-43-08.47
2025,154033,1,N-41-14-32.20,W-103-43-24.12
2025,154035,0,N-40-59-20.77,W-100-29-43.92
2025,154037,1,N-41-44-39.16,W-100-45-35.21
2025,154039,1,N-41-43-26.84,W-102-30-30.60
2025,154041,0,N-42-15-05.17,W-100-47-22.69
2025,154043,1,N-42-15-55.33,W-102-53-29.99
2025,154119,1,N-41-17-36.40,W-99-32-35.99
2025,154901,0,N-42-45-23.59,W-102-54-01.07
2025,155001,1,N-41-27-42.96,W-119-48-59.46
2025,155003,0,N-41-55-55.42,W-117-08-10.07
2025,155005,1,N-41-04-15.50,W-115-52-10.09
2025,155007,1,N-40-21-10.62,W-119-47-49.60
2025,155009,1,N-40-15-57.11,W-117-22-13.86
2025,155011,1,N-40-04-15.02,W-115-37-38.00
2025,155013,0,N-39-46-33.76,W-119-35-17.47
2025,155015,1,N-39-10-16.07,W-117-21-54.42
2025,155017,0,N-39-22-15.35,W-115-21-35.84
2025,155019,0,N-38-57-00.28,W-119-44-06.51
2025,155021,1,N-38-52-37.71,W-117-10-55.37
2025,155023,1,N-38-12-11.25,W-115-27-16.02
2025,155025,0,N-37-43-18.00,W-117-33-13.98
2025,155027,1,N-37-36-45.87,W-115-03-05.91
2025,155029,1,N-36-54-30.47,W-116-46-48.61
2025,155031,1,N-36-29-59.27,W-114-44-42.27
2025,155033,1,N-35-43-10.66,W-114-42-17.21
2025,155037,0,N-41-56-35.60,W-115-25-57.58
2025,155043,0,N-40-22-29.06,W-115-38-11.17
2025,155045,1,N-39-58-04.00,W-119-21-59.42
2025,155101,1,N-41-51-10.14,W-119-40-33.27
2025,155103,1,N-41-25-52.98,W-117-27-49.77
2025,155121,1,N-38-53-59.19,W-117-11-32.28
2025,155901,1,N-39-09-16.49,W-114-48-22.74
2025,155903,0,N-41-36-45.45,W-119-19-23.09
2025,155905,0,N-39-13-16.25,W-117-06-27.81
2025,155907,0,N-41-46-29.96,W-119-07-49.20
2025,156001,1,N-47-34-26.16,W-68-15-44.36
2025,156003,1,N-47-46-30.78,W-68-52-28.44
2025,156005,0,N-47-04-33.03,W-67-32-20.83
2025,156007,1,N-47-45-34.90,W-67-45-32.77
2025,156009,1,N-47-24-28.98,W-66-31-20.49
2025,156013,1,N-47-00-54.04,W-64-50-33.87
2025,156015,1,N-46-26-26.36,W-65-29-47.41
2025,156017,0,N-46-55-23.13,W-67-10-33.12
2025,156021,0,N-46-25-59.91,W-66-56-46.39
2025,156025,0,N-46-26-46.46,W-65-50-06.71
2025,156029,1,N-46-44-08.49,W-64-58-49.62
2025,156031,1,N-45-52-19.80,W-64-19-14.56
2025,156033,0,N-45-20-57.87,W-67-25-18.03
2025,156037,1,N-45-51-25.66,W-66-08-28.50
2025,156039,0,N-45-17-53.31,W-66-06-01.58
2025,156041,1,N-45-38-28.66,W-65-43-31.23
2025,156117,0,N-46-52-52.79,W-67-16-34.41
2025,156137,1,N-45-54-34.81,W-66-15-15.93
2025,157001,0,N-46-53-15.66,W-53-41-35.92
2025,157003,0,N-47-37-01.81,W-52-43-06.18
2025,157005,0,N-47-34-32.03,W-54-51-36.30
2025,157011,0,N-48-40-15.76,W-53-04-37.70
2025,157013,1,N-48-50-12.93,W-55-31-40.29
2025,157015,1,N-48-11-07.74,W-57-43-29.85
2025,157017,1,N-49-01-22.92,W-53-52-47.89
2025,157019,1,N-49-15-56.51,W-55-23-09.10
2025,157021,0,N-49-44-15.49,W-57-41-44.52
2025,157023,1,N-50-42-37.25,W-57-18-59.76
2025,157025,0,N-51-38-40.91,W-56-08-01.04
2025,157037,1,N-53-25-38.43,W-65-05-13.73
2025,157039,0,N-53-33-38.89,W-63-53-56.34
2025,157121,0,N-49-20-56.42,W-57-32-01.17
2025,157125,1,N-51-18-23.10,W-56-44-36.53
2025,157919,1,N-49-00-27.29,W-55-00-36.35
2025,157921,1,N-49-28-24.10,W-58-07-01.66
2025,158001,1,N-42-53-48.52,W-71-52-23.91
2025,158003,0,N-42-48-44.31,W-72-10-40.64
2025,158005,1,N-43-11-09.25,W-71-41-11.38
2025,158007,1,N-43-15-02.04,W-71-37-06.92
2025,158009,0,N-43-22-33.77,W-71-45-03.40
2025,158011,1,N-43-26-00.98,W-71-56-04.35
2025,158013,1,N-43-01-25.55,W-72-24-10.90
2025,158015,1,N-43-15-07.70,W-72-11-28.16
2025,158017,1,N-44-24-19.56,W-71-21-44.78
2025,158019,0,N-44-36-20.06,W-71-07-49.07
2025,158021,1,N-44-53-11.86,W-71-15-03.24
2025,158023,0,N-44-07-12.63,W-71-14-18.82
2025,159001,1,N-39-48-04.93,W-75-09-42.52
2025,159003,1,N-39-30-54.13,W-75-07-18.33
2025,159005,1,N-39-59-32.51,W-74-14-20.84
2025,159007,1,N-39-42-46.76,W-74-51-07.93
2025,159009,1,N-39-25-46.13,W-74-55-50.87
2025,159011,1,N-40-05-05.93,W-74-17-02.44
2025,159013,0,N-40-10-34.76,W-74-04-20.58
2025,159015,1,N-40-12-12.93,W-74-36-28.45
2025,159017,1,N-40-50-50.03,W-74-07-50.68
2025,159019,0,N-41-08-35.74,W-74-49-09.18
2025,159021,1,N-41-19-45.10,W-74-44-09.43
2025,159023,1,N-40-43-47.79,W-74-43-23.66
2025,159025,0,N-40-25-27.73,W-74-11-28.01
2025,159027,0,N-40-04-26.95,W-74-35-44.99
2025,159029,1,N-39-30-12.56,W-74-33-42.46
2025,159031,0,N-39-03-53.29,W-74-55-35.60
2025,159033,1,N-39-53-00.03,W-74-30-07.82
2025,159107,0,N-39-43-40.89,W-74-50-08.63
2025,159131,1,N-39-03-59.28,W-74-55-08.36
2025,159231,0,N-39-02-05.64,W-74-53-23.42
2025,160001,1,N-36-45-56.55,W-108-06-03.90
2025,160003,0,N-36-30-34.25,W-106-23-38.94
2025,160005,1,N-36-36-50.86,W-104-07-45.86
2025,160007,1,N-35-46-38.40,W-108-04-04.18
2025,160009,1,N-35-31-28.66,W-106-04-36.80
2025,160011,1,N-35-47-18.58,W-104-34-58.35
2025,160013,1,N-34-39-53.59,W-108-29-19.29
2025,160015,0,N-34-48-43.57,W-106-40-42.56
2025,160017,0,N-34-07-35.26,W-104-14-13.52
2025,160019,0,N-33-54-53.00,W-108-07-59.09
2025,160021,1,N-33-47-05.42,W-106-37-06.43
2025,160023,0,N-33-08-50.96,W-104-47-42.33
2025,160025,0,N-32-21-23.02,W-108-10-45.59
2025,160027,1,N-32-23-39.48,W-106-43-30.99
2025,160029,1,N-32-42-41.41,W-104-32-02.96
2025,160031,1,N-31-50-37.77,W-108-58-03.57
2025,160051,1,N-36-36-29.33,W-108-55-07.85
2025,160053,1,N-36-37-28.61,W-106-54-45.81
2025,160055,0,N-36-19-05.50,W-104-25-25.85
2025,160057,1,N-35-18-55.48,W-108-53-53.65
2025,160059,1,N-35-42-48.46,W-106-37-26.23
2025,160061,1,N-35-22-50.95,W-104-28-45.60
2025,160063,0,N-34-27-45.61,W-108-47-49.59
2025,160065,0,N-34-30-21.46,W-106-11-01.12
2025,160067,1,N-34-47-39.87,W-104-57-47.41
2025,160069,1,N-33-38-23.20,W-108-48-30.43
2025,160071,1,N-33-43-27.22,W-106-56-09.83
2025,160073,1,N-33-30-34.69,W-104-28-30.90
2025,160075,1,N-32-24-01.83,W-108-43-22.86
2025,160077,1,N-32-14-04.41,W-106-48-09.16
2025,160079,0,N-32-15-15.47,W-104-41-17.53
2025,160081,0,N-31-56-32.76,W-108-19-40.75
2025,160101,0,N-36-53-41.27,W-108-03-14.78
2025,160107,1,N-35-16-25.71,W-108-07-45.97
2025,160111,1,N-35-39-57.13,W-104-22-20.04
2025,160115,1,N-34-06-42.72,W-106-52-24.06
2025,160121,1,N-33-11-27.05,W-106-59-38.48
2025,160153,1,N-36-37-01.02,W-106-54-17.72
2025,160155,0,N-36-54-12.37,W-104-26-48.02
2025,160163,1,N-34-31-52.85,W-108-47-29.61
2025,160201,0,N-36-49-30.01,W-108-01-42.54
2025,160221,0,N-33-11-54.57,W-107-01-39.54
2025,161001,1,N-40-48-58.13,W-72-38-23.12
2025,161003,1,N-40-54-41.53,W-73-24-36.65
2025,161005,1,N-40-48-47.54,W-73-12-52.61
2025,161007,0,N-41-20-53.41,W-73-42-03.42
2025,161009,0,N-41-45-40.55,W-73-59-33.11
2025,161011,0,N-41-23-04.34,W-74-25-23.30
2025,161013,1,N-41-32-39.68,W-74-35-46.07
2025,161015,1,N-41-27-24.28,W-74-30-58.96
2025,161017,0,N-42-43-01.26,W-73-18-07.19
2025,161019,1,N-42-23-32.69,W-73-41-29.01
2025,161021,1,N-42-21-51.96,W-74-11-03.19
2025,161023,0,N-42-39-33.95,W-74-52-57.68
2025,161025,1,N-42-39-59.92,W-74-24-20.39
2025,161027,1,N-42-34-16.60,W-74-06-21.78
2025,161029,1,N-42-33-17.38,W-75-08-14.92
2025,161031,1,N-42-19-18.00,W-75-33-04.38
2025,161033,1,N-42-01-42.32,W-75-48-19.30
2025,161035,0,N-42-54-43.75,W-75-28-31.18
2025,161037,1,N-42-57-18.83,W-76-43-56.87
2025,161039,0,N-42-12-19.62,W-76-11-51.32
2025,161041,0,N-42-31-40.25,W-76-16-08.13
2025,161043,0,N-42-33-46.15,W-76-38-48.24
2025,161045,1,N-42-12-15.30,W-77-57-51.57
2025,161047,0,N-42-54-14.97,W-77-07-22.93
2025,161049,0,N-42-40-40.43,W-77-13-16.69
2025,161051,0,N-42-58-05.12,W-77-33-16.55
2025,161053,1,N-42-41-43.74,W-78-49-13.48
2025,161055,0,N-42-38-46.50,W-78-11-33.11
2025,161057,1,N-42-36-55.12,W-78-22-41.58
2025,161059,0,N-42-04-02.58,W-78-50-34.17
2025,161061,1,N-42-30-00.06,W-79-15-07.32
2025,161063,0,N-42-30-04.41,W-79-02-19.77
2025,161065,0,N-43-15-05.82,W-78-59-57.27
2025,161067,1,N-43-10-31.31,W-77-57-57.97
2025,161069,0,N-43-17-35.54,W-76-40-13.88
2025,161071,1,N-43-59-42.38,W-76-07-26.59
2025,161073,1,N-43-36-13.82,W-75-01-24.41
2025,161075,1,N-43-27-07.33,W-75-54-24.18
2025,161077,1,N-43-43-06.82,W-75-08-02.62
2025,161079,1,N-43-07-17.58,W-75-39-51.50
2025,161081,1,N-43-39-39.13,W-74-28-58.17
2025,161083,0,N-43-45-00.11,W-74-29-49.47
2025,161085,0,N-43-33-55.15,W-74-23-55.17
2025,161087,1,N-43-43-40.02,W-74-47-16.25
2025,161089,1,N-43-12-42.45,W-73-18-00.30
2025,161091,0,N-43-02-29.82,W-73-31-15.60
2025,161093,1,N-43-32-26.28,W-73-46-38.10
2025,161095,1,N-44-52-34.18,W-75-08-30.39
2025,161097,0,N-44-26-52.02,W-75-03-39.44
2025,161099,1,N-44-38-00.79,W-74-30-32.84
2025,161101,1,N-44-05-36.02,W-74-43-30.58
2025,161103,1,N-44-39-59.95,W-74-43-50.47
2025,161105,0,N-44-57-29.12,W-74-27-15.62
2025,161107,1,N-44-42-25.55,W-73-45-30.19
2025,161109,1,N-44-26-06.81,W-73-27-30.62
2025,161111,0,N-42-05-44.75,W-78-35-02.75
2025,161113,1,N-44-09-34.06,W-75-41-12.75
2025,161121,1,N-42-05-11.34,W-74-58-13.69
2025,161123,1,N-42-35-53.32,W-74-52-58.33
2025,161199,1,N-44-33-13.55,W-74-29-25.15
2025,161207,0,N-41-19-51.77,W-73-36-24.25
2025,161301,1,N-44-07-40.16,W-74-39-26.83
2025,163001,1,N-33-59-04.99,W-78-22-32.88
2025,163003,1,N-34-09-37.63,W-77-56-47.36
2025,163005,1,N-34-18-07.67,W-78-35-29.74
2025,163007,0,N-35-52-26.62,W-75-46-46.21
2025,163009,1,N-35-44-48.19,W-76-59-07.20
2025,163011,1,N-35-18-49.50,W-77-43-07.00
2025,163013,0,N-35-25-19.61,W-78-03-30.18
2025,163015,1,N-35-55-20.85,W-79-48-38.34
2025,163017,1,N-35-12-42.65,W-80-17-13.90
2025,163019,1,N-35-58-56.77,W-81-55-51.79
2025,163021,1,N-35-38-40.78,W-82-30-35.71
2025,163023,1,N-36-21-48.29,W-76-59-10.22
2025,163025,1,N-36-03-50.02,W-78-29-57.22
2025,163027,1,N-36-18-14.10,W-80-38-14.46
2025,163029,1,N-36-15-39.33,W-75-54-15.17
2025,163031,1,N-36-01-17.61,W-81-53-23.63
2025,163101,1,N-33-55-44.84,W-78-12-07.34
2025,163107,1,N-35-50-19.44,W-75-54-56.61
2025,163109,0,N-35-45-14.33,W-76-58-08.78
2025,163119,1,N-35-49-58.21,W-81-32-47.39
2025,163121,1,N-35-35-31.59,W-82-29-07.55
2025,163129,0,N-36-15-12.81,W-75-54-12.53
2025,163203,1,N-34-46-18.87,W-77-36-16.57
2025,163205,0,N-34-32-07.94,W-78-01-48.49
2025,163207,1,N-34-49-13.68,W-79-52-23.35
2025,163211,1,N-35-05-46.35,W-77-19-41.15
2025,163213,1,N-35-17-39.15,W-78-00-29.53
2025,163215,1,N-35-25-02.61,W-79-50-13.45
2025,163217,1,N-35-56-38.49,W-80-35-32.42
2025,163219,0,N-35-28-08.38,W-81-24-23.47
2025,163221,0,N-35-17-00.84,W-82-23-53.39
2025,163223,0,N-36-15-56.41,W-76-51-23.40
2025,163225,1,N-36-02-01.71,W-77-49-04.61
2025,163227,1,N-36-20-35.05,W-80-46-24.20
2025,163229,1,N-36-15-33.16,W-75-54-23.73
2025,163231,0,N-36-32-49.99,W-77-25-40.96
2025,163233,1,N-36-17-49.49,W-79-28-50.07
2025,163311,1,N-35-10-07.15,W-77-14-03.17
2025,163329,0,N-36-25-30.57,W-75-55-48.82
2025,163903,1,N-34-43-23.23,W-76-55-15.19
2025,163905,0,N-36-32-28.13,W-76-32-03.94
2025,163907,0,N-35-25-32.66,W-82-38-00.46
2025,163909,1,N-35-50-25.29,W-81-50-53.38
2025,163911,1,N-35-14-49.28,W-83-37-50.99
2025,164001,0,N-46-09-09.09,W-97-40-47.53
2025,164003,0,N-46-43-41.59,W-98-48-51.26
2025,164005,0,N-46-48-08.71,W-99-28-55.04
2025,164007,1,N-47-51-07.38,W-97-36-57.60
2025,164009,0,N-47-29-14.60,W-98-14-01.34
2025,164011,1,N-47-04-21.38,W-99-38-21.85
2025,164013,0,N-48-45-29.91,W-97-15-31.20
2025,164015,1,N-48-01-08.55,W-98-28-06.68
2025,164017,1,N-48-45-22.02,W-99-37-30.63
2025,164019,0,N-47-16-41.24,W-100-34-55.32
2025,164021,0,N-46-57-47.50,W-102-51-52.35
2025,164023,1,N-48-26-23.93,W-101-38-02.20
2025,164025,1,N-48-07-58.69,W-103-08-27.14
2025,164027,1,N-46-25-16.19,W-96-46-09.65
2025,164029,0,N-46-26-10.65,W-101-24-41.09
2025,164031,1,N-47-22-35.50,W-101-55-49.00
2025,164033,1,N-47-33-18.54,W-103-30-35.09
2025,164035,1,N-46-45-54.78,W-103-59-03.01
2025,164037,1,N-46-48-43.33,W-101-55-35.51
2025,164039,1,N-48-40-05.18,W-102-41-50.64
2025,164041,0,N-47-42-49.03,W-101-31-53.11
2025,164043,0,N-46-35-50.33,W-100-06-07.45
2025,164103,1,N-46-43-30.45,W-98-48-48.55
2025,164129,1,N-46-26-18.35,W-101-39-03.00
2025,165001,1,N-46-08-31.00,W-61-21-33.44
2025,165003,1,N-46-43-00.57,W-60-55-52.21
2025,165005,1,N-45-35-01.51,W-60-44-59.75
2025,165007,1,N-46-10-56.22,W-60-21-51.88
2025,165009,0,N-45-23-40.59,W-61-49-20.81
2025,165011,1,N-45-09-07.08,W-61-34-19.47
2025,165013,1,N-45-12-51.43,W-62-13-29.27
2025,165017,1,N-45-18-46.09,W-63-26-49.18
2025,165019,0,N-45-25-52.69,W-63-42-14.98
2025,165021,1,N-45-06-53.40,W-64-41-19.47
2025,165023,1,N-45-49-57.12,W-64-14-46.63
2025,165025,0,N-44-30-58.36,W-63-45-55.76
2025,165027,1,N-44-56-53.57,W-62-36-48.81
2025,165029,1,N-44-43-12.73,W-64-37-05.47
2025,165031,1,N-44-34-55.32,W-64-28-50.22
2025,165033,1,N-44-45-04.33,W-65-28-17.30
2025,165035,1,N-44-07-49.19,W-64-14-24.02
2025,165037,1,N-43-48-38.88,W-65-15-52.71
2025,165117,1,N-45-18-46.85,W-63-26-55.42
2025,166001,0,N-41-33-06.69,W-84-24-02.51
2025,166003,1,N-41-39-38.08,W-84-31-09.75
2025,166005,1,N-41-02-58.90,W-83-00-40.75
2025,166007,1,N-41-32-32.85,W-83-16-32.62
2025,166011,1,N-41-15-14.99,W-82-15-54.45
2025,166013,0,N-41-09-24.96,W-82-48-51.48
2025,166015,1,N-41-10-02.29,W-81-00-25.46
